,web-scraper-order,web-scraper-start-url,date,swell_size,time,water_surface,total_rating
5934,1610737451-2031,https://www.wblivesurf.com/reports/page/537/,12.10.2008,Swell Size: Waist-Chest,12:19 PM / BY: sageisland,Water Surface: Light Chop/Clean Faces,1.5
5935,1610738545-7375,https://www.wblivesurf.com/reports/page/203/,09.10.2018,Swell Size: Thigh-Waist High/Occ. Bigger,3:42 PM / BY: surfreports,Water Surface: Light Bump,2.0
5936,1610739252-9995,https://www.wblivesurf.com/reports/page/40/,08.06.2020,Swell Size: Thigh/Hip/Occ. Waist,6:12 AM / BY: surfreports,Water Surface: Light Texture/Semi-Clean,1.5
5937,1610739087-9339,https://www.wblivesurf.com/reports/page/81/,01.24.2020,Swell Size: Thigh-Stomach High,10:21 AM / BY: surfreports,Water Surface: Choppy,2.0
5938,1610737315-1317,https://www.wblivesurf.com/reports/page/582/,05.18.2008,Swell Size: Knee/Thigh High,2:03 PM / BY: sageisland,Water Surface: Choppy,0.5
5939,1610738441-7024,https://www.wblivesurf.com/reports/page/225/,06.14.2018,Swell Size: Knee High,12:58 PM / BY: surfreports,Water Surface: Choppy,0.5
5940,1610737321-1348,https://www.wblivesurf.com/reports/page/580/,05.24.2008,Swell Size: Knee/Thigh/Building,1:04 PM / BY: sageisland,Water Surface: Choppy,0.5
5941,1610737307-1270,https://www.wblivesurf.com/reports/page/585/,05.10.2008,Swell Size: Knee/Thigh/Rare Bigger,9:48 AM / BY: sageisland,Water Surface: Glassy,0.5
5942,1610738528-7340,https://www.wblivesurf.com/reports/page/206/,08.26.2018,Swell Size: Knee High,12:48 PM / BY: surfreports,Water Surface: Choppy,1.0
5943,1610737832-4252,https://www.wblivesurf.com/reports/page/399/,04.21.2014,Swell Size: Waist/Stomach/Occ. Bigger,6:38 AM / BY: sageisland,Water Surface: Pretty Clean,2.5
5944,1610738955-8872,https://www.wblivesurf.com/reports/page/110/,09.28.2019,Swell Size: Knee High,3:43 PM / BY: surfreports,Water Surface: Light Bump,0.5
5945,1610738229-6276,https://www.wblivesurf.com/reports/page/272/,12.06.2017,Swell Size: Thigh-Waist High,10:10 AM / BY: surfreports,Water Surface: Light Bump,2.0
5946,1610738120-5693,https://www.wblivesurf.com/reports/page/308/,10.03.2016,Swell Size: Knee/Thigh/Occ.Waist,12:48 PM / BY: sageisland,Water Surface: Semi-Clean/Light texture,1.5
5947,1610737122-500,https://www.wblivesurf.com/reports/page/633/,10.30.2007,Swell Size: Knee/Waist High/Bigger?,9:58 AM / BY: sageisland,Water Surface: Choppy,1.0
5948,1610737491-2265,https://www.wblivesurf.com/reports/page/523/,04.17.2009,Swell Size: Waist/Stomach/Bigger Sets,4:03 PM / BY: sageisland,Water Surface: Choppy,1.0
5949,1610738371-6796,https://www.wblivesurf.com/reports/page/240/,04.12.2018,Swell Size: Ankle-Knee High,10:15 AM / BY: surfreports,Water Surface: clean/glassy,0.5
5950,1610737611-2967,https://www.wblivesurf.com/reports/page/479/,07.09.2011,Swell Size: Waist/Stomach/Occ. Chest High Sets,12:11 PM / BY: sageisland,Water Surface: Glassy,1.5
5951,1610738303-6537,https://www.wblivesurf.com/reports/page/256/,02.08.2018,Swell Size: thigh/hip/occ+,7:27 AM / BY: surfreports,Water Surface: light texture/bump,1.5
5952,1610737097-359,https://www.wblivesurf.com/reports/page/642/,09.23.2007,Swell Size: Knee/Thigh/Bigger?,7:06 AM / BY: sageisland,Water Surface: Glassy,1.0
5953,1610739276-10095,https://www.wblivesurf.com/reports/page/33/,09.06.2020,Swell Size: Knee/Thigh,6:46 AM / BY: surfreports,Water Surface: Light Texture/Bump,1.0
5954,1610737717-3581,https://www.wblivesurf.com/reports/page/440/,03.07.2013,Swell Size: Shin/Knee/Bigger?,9:58 AM / BY: sageisland,Water Surface: Light Sideshore/Offshore,1.0
5955,1610739039-9129,https://www.wblivesurf.com/reports/page/94/,12.03.2019,Swell Size: toe/ankle,7:17 AM / BY: surfreports,Water Surface: clean/glassy,0.0
5956,1610737105-406,https://www.wblivesurf.com/reports/page/639/,10.10.2007,Swell Size: Knee/Thigh High?,1:10 PM / BY: sageisland,Water Surface: Semi-Glassy,1.0
5957,1610739116-9454,https://www.wblivesurf.com/reports/page/73/,02.28.2020,Swell Size: Flat/Shin High,12:14 PM / BY: surfreports,Water Surface: Light Bump,0.0
5958,1610738636-7708,https://www.wblivesurf.com/reports/page/183/,12.06.2018,Swell Size: Flat,12:27 PM / BY: surfreports,Water Surface: Glassy,0.0
5959,1610738784-8215,https://www.wblivesurf.com/reports/page/151/,04.15.2019,Swell Size: Waist/Stomach,12:37 PM / BY: surfreports,Water Surface: Glassy,3.0
5960,1610737706-3521,https://www.wblivesurf.com/reports/page/444/,12.10.2012,Swell Size: Thigh/Waist/Occ. Bigger,3:52 PM / BY: sageisland,Water Surface: Choppy/Drift,1.0
5961,1610738488-7206,https://www.wblivesurf.com/reports/page/214/,07.27.2018,Swell Size: Knee/Thigh/Occ. Hip,6:39 AM / BY: surfreports,Water Surface: Light Texture/Bump,1.5
5962,1610738820-8345,https://www.wblivesurf.com/reports/page/143/,05.17.2019,Swell Size: ankle/shin,6:08 AM / BY: surfreports,Water Surface: light texture,0.0
5963,1610737731-3676,https://www.wblivesurf.com/reports/page/435/,04.02.2013,Swell Size: Knee/Thigh/Rare Bigger,10:00 AM / BY: sageisland,Water Surface: Choppy,1.0
5964,1610739083-9323,https://www.wblivesurf.com/reports/page/82/,01.20.2020,Swell Size: Knee-Thigh High,10:15 AM / BY: surfreports,Water Surface: Choppy,0.5
5965,1610737552-2610,https://www.wblivesurf.com/reports/page/501/,11.12.2009,Swell Size: Chest/Head High,6:59 AM / BY: sageisland,Water Surface: Semi-Clean,2.0
5966,1610737759-3826,https://www.wblivesurf.com/reports/page/425/,06.23.2013,Swell Size: Knee/Thigh/Occ. Bigger,5:22 PM / BY: sageisland,Water Surface: Choppy/Sloppy,1.5
5967,1610737916-4744,https://www.wblivesurf.com/reports/page/368/,07.29.2015,Swell Size: Hip/Stomach/Rare Bigger,6:37 AM / BY: sageisland,Water Surface: Wobbly/Choppy,2.0
5968,1610738076-5535,https://www.wblivesurf.com/reports/page/318/,08.05.2016,Swell Size: Knee/Thigh/Rare Waist,3:56 PM / BY: sageisland,Water Surface: Light Bump,1.5
5969,1610737397-1787,https://www.wblivesurf.com/reports/page/553/,09.06.2008,Swell Size: Head High/Plus Sets,9:21 AM / BY: sageisland,Water Surface: Semi-Clean Faces/Chop,2.0
5970,1610738852-8467,https://www.wblivesurf.com/reports/page/135/,06.19.2019,Swell Size: Thigh/Waist,12:23 PM / BY: surfreports,Water Surface: Clean,2.5
5971,1610737461-2082,https://www.wblivesurf.com/reports/page/534/,01.13.2009,Swell Size: Thigh/Stomach High,7:23 AM / BY: sageisland,Water Surface: Light Bump/Semi-clean,1.0
5972,1610738016-5192,https://www.wblivesurf.com/reports/page/340/,02.04.2016,Swell Size: Thigh/Stomach/Bigger Sets,7:34 AM / BY: sageisland,Water Surface: Southerly Bump,2.0
5973,1610737969-4953,https://www.wblivesurf.com/reports/page/355/,10.29.2015,Swell Size: Waist/Stomach,9:41 AM / BY: sageisland,Water Surface: Clean,1.5
5974,1610737717-3583,https://www.wblivesurf.com/reports/page/440/,03.06.2013,Swell Size: Knee-Thigh High,9:52 AM / BY: sageisland,Water Surface: Hard Offshore,1.5
5975,1610738943-8824,https://www.wblivesurf.com/reports/page/113/,09.16.2019,Swell Size: Waist/Stomach,3:54 PM / BY: surfreports,Water Surface: Bumpy,2.0
5976,1610738114-5661,https://www.wblivesurf.com/reports/page/310/,09.25.2016,Swell Size: Thigh/Waist/Occ. Somach,7:24 AM / BY: sageisland,Water Surface: Light Chop,1.5
5977,1610738010-5159,https://www.wblivesurf.com/reports/page/342/,01.16.2016,Swell Size: Waist/Occ. Stomach,9:53 AM / BY: sageisland,Water Surface: Clean,3.0
5978,1610738795-8258,https://www.wblivesurf.com/reports/page/148/,04.28.2019,Swell Size: Ankle/Shin High Shorebreak,4:02 PM / BY: surfreports,Water Surface: Choppy,0.0
5979,1610737519-2421,https://www.wblivesurf.com/reports/page/513/,07.25.2009,Swell Size: Thigh/Occ. Waist,12:40 PM / BY: sageisland,Water Surface: Light Bump/Chop,1.0
5980,1610737119-479,https://www.wblivesurf.com/reports/page/634/,10.27.2007,Swell Size: Waist-Chest,1:27 PM / BY: sageisland,Water Surface: Glassy,1.5
5981,1610737673-3340,https://www.wblivesurf.com/reports/page/456/,08.07.2012,Swell Size: Thigh/Occ. Waist,3:53 PM / BY: sageisland,Water Surface: Semi-Clean/Light Bump,1.0
5982,1610738736-8024,https://www.wblivesurf.com/reports/page/163/,02.26.2019,Swell Size: Shin High,12:28 PM / BY: surfreports,Water Surface: light texture,0.0
5983,1610737654-3217,https://www.wblivesurf.com/reports/page/463/,05.19.2012,Swell Size: Waist/Stomach/Occ. Chest Plus,12:37 PM / BY: sageisland,Water Surface: Sideshore Chop/Clean Faces,1.5
5984,1610738125-5738,https://www.wblivesurf.com/reports/page/306/,10.09.2016,Swell Size: Knee/Occ. Thigh,10:59 AM / BY: sageisland,Water Surface: clean/light offshore texture,1.0
5985,1610737499-2309,https://www.wblivesurf.com/reports/page/520/,05.16.2009,Swell Size: Waist High/ Occ. Bigger,4:04 PM / BY: sageisland,Water Surface: Light Chop,1.0
5986,1610737089-308,https://www.wblivesurf.com/reports/page/645/,09.05.2007,Swell Size: Thigh/Waist High,12:36 PM / BY: sageisland,Water Surface: Light Onshore Bump,1.0
5987,1610738848-8455,https://www.wblivesurf.com/reports/page/136/,06.14.2019,Swell Size: Ankle/Shin High,1:14 PM / BY: surfreports,Water Surface: Clean,0.0
5988,1610738339-6660,https://www.wblivesurf.com/reports/page/248/,03.13.2018,Swell Size: Knee High,10:08 AM / BY: surfreports,Water Surface: Glassy,0.5
5989,1610737762-3843,https://www.wblivesurf.com/reports/page/424/,07.01.2013,Swell Size: Thigh/Waist/Occ. Stomach,6:10 AM / BY: sageisland,Water Surface: Choppy/Drifty,1.5
5990,1610737097-363,https://www.wblivesurf.com/reports/page/642/,09.22.2007,Swell Size: Thigh/Stomach High,6:59 AM / BY: sageisland,Water Surface: Glassy,1.0
5991,1610739369-10515,https://www.wblivesurf.com/reports/page/7/,12.20.2020,Swell Size: Thigh-Waist High/Occ. Bigger,12:43 PM / BY: surfreports,Water Surface: Light Bump,1.5
5992,1610737184-871,https://www.wblivesurf.com/reports/page/610/,02.02.2008,Swell Size: Thigh/Occ. Waist/Plus Sets,7:13 AM / BY: sageisland,Water Surface: Glassy,1.5
5993,1610738837-8398,https://www.wblivesurf.com/reports/page/139/,06.04.2019,Swell Size: Knee High,3:56 PM / BY: surfreports,Water Surface: Choppy,0.5
5994,1610738511-7292,https://www.wblivesurf.com/reports/page/209/,08.14.2018,Swell Size: Knee/Thigh High,12:24 PM / BY: surfreports,Water Surface: Light Bump,1.5
5995,1610739332-10360,https://www.wblivesurf.com/reports/page/17/,11.08.2020,Swell Size: Waist/Stomach-Shoulder/Maybe Bigger?,10:15 AM / BY: surfreports,Water Surface: Choppy,2.0
5996,1610737533-2493,https://www.wblivesurf.com/reports/page/508/,09.13.2009,Swell Size: Knee-Thigh,4:17 PM / BY: sageisland,Water Surface: Light Chop,1.0
5997,1610737124-516,https://www.wblivesurf.com/reports/page/632/,11.03.2007,Swell Size: Waist-Chest-Occ. Head,12:53 PM / BY: sageisland,Water Surface: Glassy,2.0
5998,1610737334-1428,https://www.wblivesurf.com/reports/page/575/,06.08.2008,Swell Size: Knee/Occ. Thigh,9:13 AM / BY: sageisland,Water Surface: Glassy,0.5
5999,1610738597-7549,https://www.wblivesurf.com/reports/page/192/,11.03.2018,Swell Size: Knee/Thigh High,1:30 PM / BY: surfreports,Water Surface: Clean,1.5
6000,1610737513-2381,https://www.wblivesurf.com/reports/page/515/,07.11.2009,Swell Size: Knee/Thigh/Occ. Waist,3:50 PM / BY: sageisland,Water Surface: Light Bump,1.0
6001,1610737616-2997,https://www.wblivesurf.com/reports/page/477/,10.12.2011,Swell Size: Stomach/Chest/Occ. Bigger,10:06 AM / BY: sageisland,Water Surface: Choppy,1.5
6002,1610738120-5696,https://www.wblivesurf.com/reports/page/308/,10.02.2016,Swell Size: Waist/Stomach/Occ. Chest,3:43 PM / BY: sageisland,Water Surface: Semi-Choppy,2.0
6003,1610737334-1430,https://www.wblivesurf.com/reports/page/575/,06.08.2008,Swell Size: Knee High,6:36 AM / BY: sageisland,Water Surface: Glassy,0.5
6004,1610738979-8965,https://www.wblivesurf.com/reports/page/104/,10.23.2019,Swell Size: Knee-Thigh High,12:56 PM / BY: surfreports,Water Surface: Fairly Clean,0.0
6005,1610738225-6262,https://www.wblivesurf.com/reports/page/273/,12.01.2017,Swell Size: Knee High,4:15 PM / BY: surfreports,Water Surface: Choppy,0.5
6006,1610739155-9638,https://www.wblivesurf.com/reports/page/62/,05.08.2020,Swell Size: Shin High Shore Break,6:34 AM / BY: surfreports,Water Surface: Clean,0.0
6007,1610738065-5469,https://www.wblivesurf.com/reports/page/322/,07.04.2016,Swell Size: Knee-Thigh,12:17 PM / BY: sageisland,Water Surface: Bumpy,1.0
6008,1610738413-6912,https://www.wblivesurf.com/reports/page/232/,05.17.2018,Swell Size: Thigh High,10:02 AM / BY: surfreports,Water Surface: Light Bump,1.0
6009,1610737966-4930,https://www.wblivesurf.com/reports/page/356/,10.27.2015,Swell Size: Waist/Chest/Occ. Bigger,7:30 AM / BY: sageisland,Water Surface: Choppy/Super Windy,1.5
6010,1610738339-6655,https://www.wblivesurf.com/reports/page/248/,03.14.2018,Swell Size: Knee High,12:28 PM / BY: surfreports,Water Surface: Clean,0.5
6011,1610737419-1916,https://www.wblivesurf.com/reports/page/545/,10.11.2008,Swell Size: Chest/Bigger Sets,7:19 AM / BY: sageisland,Water Surface: Really Choppy,1.5
6012,1610737851-4364,https://www.wblivesurf.com/reports/page/392/,10.16.2014,Swell Size: thigh/waist/occ+,7:35 AM / BY: sageisland,Water Surface: clean/glassy,2.5
6013,1610738120-5704,https://www.wblivesurf.com/reports/page/308/,09.30.2016,Swell Size: Knee/Thigh/Occ. Waist,12:59 PM / BY: sageisland,Water Surface: Semi-Clean,1.0
6014,1610737488-2238,https://www.wblivesurf.com/reports/page/524/,04.15.2009,Swell Size: Thigh/Waist/Occ. Bigger,12:54 PM / BY: sageisland,Water Surface: Glassy/Light bump,1.5
6015,1610737348-1502,https://www.wblivesurf.com/reports/page/570/,06.24.2008,Swell Size: Thigh/Occ. Waist,6:31 AM / BY: sageisland,Water Surface: Glassy,1.5
6016,1610737163-747,https://www.wblivesurf.com/reports/page/618/,12.27.2007,Swell Size: Knee/Thigh High Sets,9:26 AM / BY: sageisland,Water Surface: Glassy,0.5
6017,1610738492-7219,https://www.wblivesurf.com/reports/page/213/,07.31.2018,Swell Size: Knee/Thigh High,3:46 PM / BY: surfreports,Water Surface: Light Bump,1.5
6018,1610737519-2418,https://www.wblivesurf.com/reports/page/513/,08.03.2009,Swell Size: Knee/Thigh/Occ. Waist,8:55 AM / BY: sageisland,Water Surface: Clean,1.0
6019,1610738424-6962,https://www.wblivesurf.com/reports/page/229/,05.28.2018,Swell Size: Waist/Stomach Maybe,3:46 PM / BY: surfreports,Water Surface: Light Bump,2.0
6020,1610739054-9190,https://www.wblivesurf.com/reports/page/90/,12.19.2019,Swell Size: Shin/Knee HIgh,3:59 PM / BY: surfreports,Water Surface: Some Texture,0.5
6021,1610737315-1319,https://www.wblivesurf.com/reports/page/582/,05.18.2008,Swell Size: Knee/Occ. Thigh,10:18 AM / BY: sageisland,Water Surface: Semi-Clean/Light Texture,0.5
6022,1610738398-6868,https://www.wblivesurf.com/reports/page/235/,05.04.2018,Swell Size: Knee High,10:04 AM / BY: surfreports,Water Surface: Clean,1.0
6023,1610737856-4395,https://www.wblivesurf.com/reports/page/390/,11.23.2014,Swell Size: Waist/Stomach/Occ. Bigger,3:47 PM / BY: sageisland,Water Surface: Choppy,2.0
6024,1610738155-5906,https://www.wblivesurf.com/reports/page/295/,02.05.2017,Swell Size: Knee/Thigh/Occ. Waist,1:03 PM / BY: sageisland,Water Surface: Clean,1.5
6025,1610739234-9908,https://www.wblivesurf.com/reports/page/45/,07.18.2020,Swell Size: Knee High,3:44 PM / BY: surfreports,Water Surface: Bumpy,0.5
6026,1610737250-934,https://www.wblivesurf.com/reports/page/606/,02.17.2008,Swell Size: Thigh/Occ. Bigger,10:18 AM / BY: sageisland,Water Surface: Choppy,0.5
6027,1610737671-3317,https://www.wblivesurf.com/reports/page/457/,07.21.2012,Swell Size: Thigh/Waist,6:37 AM / BY: sageisland,Water Surface: Pretty Clean/Light Texture,1.0
6028,1610739245-9950,https://www.wblivesurf.com/reports/page/42/,08.01.2020,Swell Size: Stomach-Head High,9:28 AM / BY: surfreports,Water Surface: Pretty Clean,4.0
6029,1610738784-8219,https://www.wblivesurf.com/reports/page/151/,04.14.2019,Swell Size: Waist/Stomach,12:54 PM / BY: surfreports,Water Surface: Choppy,2.0
6030,1610737334-1423,https://www.wblivesurf.com/reports/page/575/,06.08.2008,Swell Size: knee high,4:41 PM / BY: sageisland,Water Surface: semi-clean,0.5
6031,1610738328-6609,https://www.wblivesurf.com/reports/page/251/,03.02.2018,Swell Size: Knee High,6:50 AM / BY: surfreports,Water Surface: Clean,0.5
6032,1610739184-9764,https://www.wblivesurf.com/reports/page/54/,06.13.2020,Swell Size: Shin High,6:15 AM / BY: surfreports,Water Surface: Bumpy,0.0
6033,1610738177-6036,https://www.wblivesurf.com/reports/page/287/,04.25.2017,Swell Size: Chest/Head/Over Head Sets,6:30 AM / BY: sageisland,Water Surface: Clean/Glassy,4.0
6034,1610738363-6750,https://www.wblivesurf.com/reports/page/242/,04.07.2018,Swell Size: Thigh High,3:35 PM / BY: surfreports,Water Surface: Bumpy,0.5
6035,1610737605-2937,https://www.wblivesurf.com/reports/page/481/,03.05.2011,Swell Size: Thigh/Waist/Occ. Bigger,12:29 PM / BY: sageisland,Water Surface: Choppy,1.5
6036,1610738985-9004,https://www.wblivesurf.com/reports/page/102/,10.30.2019,Swell Size: Knee-Thigh High,1:20 PM / BY: surfreports,Water Surface: Light Bump,1.0
6037,1610737950-4842,https://www.wblivesurf.com/reports/page/362/,09.19.2015,Swell Size: Chest/Head/Occ. Plus,10:24 AM / BY: sageisland,Water Surface: Choppy/Drifty,2.0
6038,1610737712-3563,https://www.wblivesurf.com/reports/page/442/,12.22.2012,Swell Size: Knee/Thigh/Occ. Bigger,12:29 PM / BY: sageisland,Water Surface: Glassy/Offshore,1.0
6039,1610739127-9503,https://www.wblivesurf.com/reports/page/70/,03.11.2020,Swell Size: Thigh-Waist High/Occ. Bigger,10:21 AM / BY: surfreports,Water Surface: Clean,2.0
6040,1610738636-7694,https://www.wblivesurf.com/reports/page/183/,12.10.2018,Swell Size: thigh/waist,7:34 AM / BY: surfreports,Water Surface: clean,1.5
6041,1610738103-5604,https://www.wblivesurf.com/reports/page/314/,09.03.2016,Swell Size: waist/shoulder/occ+,6:57 AM / BY: sageisland,Water Surface: clean,3.0
6042,1610737337-1445,https://www.wblivesurf.com/reports/page/574/,06.10.2008,Swell Size: Knee/Thigh?,6:54 AM / BY: sageisland,Water Surface: Semi-Glassy,0.5
6043,1610738155-5904,https://www.wblivesurf.com/reports/page/295/,02.08.2017,Swell Size: Knee/Thigh/Occ. Bigger,10:10 AM / BY: sageisland,Water Surface: Semi-clean/Light texture,1.5
6044,1610738759-8123,https://www.wblivesurf.com/reports/page/157/,03.21.2019,Swell Size: Waist-Shoulder High/Maybe Bigger Sets,1:30 PM / BY: surfreports,Water Surface: Light Bump,3.5
6045,1610738939-8804,https://www.wblivesurf.com/reports/page/114/,09.13.2019,Swell Size: Knee/Thigh High,4:02 PM / BY: surfreports,Water Surface: Bumpy,1.0
6046,1610737605-2932,https://www.wblivesurf.com/reports/page/481/,03.10.2011,Swell Size: Chest/Head/Plus Sets,9:20 AM / BY: sageisland,Water Surface: Choppy,1.5
6047,1610738282-6447,https://www.wblivesurf.com/reports/page/261/,01.21.2018,Swell Size: Shin/Knee High Shorebreak,12:54 PM / BY: surfreports,Water Surface: Light Bump,0.5
6048,1610739151-9617,https://www.wblivesurf.com/reports/page/63/,05.04.2020,Swell Size: Thigh High Shorebreak,4:16 PM / BY: surfreports,Water Surface: Glassy,0.5
6049,1610737679-3370,https://www.wblivesurf.com/reports/page/454/,09.04.2012,Swell Size: Thigh/Waist/Occ. Bigger?,12:28 PM / BY: sageisland,Water Surface: Sideshore Bump,1.0
6050,1610739332-10349,https://www.wblivesurf.com/reports/page/17/,11.11.2020,Swell Size: Chest/Shoulder,6:44 AM / BY: surfreports,Water Surface: Choppy,2.0
6051,1610737133-570,https://www.wblivesurf.com/reports/page/629/,11.09.2007,Swell Size: Shin/Knee,4:21 PM / BY: sageisland,Water Surface: Light Bump,0.5
6052,1610737530-2484,https://www.wblivesurf.com/reports/page/509/,09.03.2009,Swell Size: Thigh/Waist/Occ.  Bigger,8:45 AM / BY: sageisland,Water Surface: Light Bump/Clean Faces,1.0
6053,1610737627-3053,https://www.wblivesurf.com/reports/page/473/,01.12.2012,Swell Size: Knee/Thigh/Rare Bigger,1:16 PM / BY: sageisland,Water Surface: Light Chop/Slight Drift,1.0
6054,1610737488-2239,https://www.wblivesurf.com/reports/page/524/,04.15.2009,Swell Size: Waist/Stomach/Occ. Chest,9:48 AM / BY: sageisland,Water Surface: Glassy/Light Offshore,2.0
6055,1610738593-7542,https://www.wblivesurf.com/reports/page/193/,10.28.2018,Swell Size: Knee/Thigh/Occ. Waist High??,9:50 AM / BY: surfreports,Water Surface: Clean,0.5
6056,1610738046-5361,https://www.wblivesurf.com/reports/page/329/,05.13.2016,Swell Size: Knee/Thigh,10:01 AM / BY: sageisland,Water Surface: Semi-Clean,1.5
6057,1610737353-1544,https://www.wblivesurf.com/reports/page/568/,07.03.2008,Swell Size: Knee/Thigh High,6:20 AM / BY: sageisland,Water Surface: Glassy,0.5
6058,1610737105-397,https://www.wblivesurf.com/reports/page/639/,10.11.2007,Swell Size: shin high,5:05 PM / BY: sageisland,Water Surface: clean,0.5
6059,1610739054-9193,https://www.wblivesurf.com/reports/page/90/,12.19.2019,Swell Size: Shin/Knee High,7:23 AM / BY: surfreports,Water Surface: Light Texture/Bump,0.5
6060,1610737559-2655,https://www.wblivesurf.com/reports/page/498/,12.09.2009,Swell Size: Stomach/Chest High/Bigger Sets,3:33 PM / BY: sageisland,Water Surface: Choppy/ Clean Faces,1.0
6061,1610738144-5852,https://www.wblivesurf.com/reports/page/299/,12.18.2016,"Swell Size: Waist/Stomach/Occ, Chest High",10:55 AM / BY: sageisland,Water Surface: Light Bump,2.5
6062,1610737350-1528,https://www.wblivesurf.com/reports/page/569/,06.26.2008,Swell Size: Thigh/Waist/Occ. Bigger,1:07 PM / BY: sageisland,Water Surface: Light Chop,1.5
6063,1610738982-8977,https://www.wblivesurf.com/reports/page/103/,10.29.2019,Swell Size: Knee/Thigh High Shorebreak,10:02 AM / BY: surfreports,Water Surface: Semi-Clean,0.0
6064,1610738837-8409,https://www.wblivesurf.com/reports/page/139/,06.02.2019,Swell Size: Shin/Knee High,6:27 AM / BY: surfreports,Water Surface: Glassy,0.5
6065,1610738071-5514,https://www.wblivesurf.com/reports/page/320/,07.15.2016,Swell Size: Knee/Thigh High?,8:54 AM / BY: sageisland,Water Surface: Light Bump,1.0
6066,1610737283-1129,https://www.wblivesurf.com/reports/page/594/,04.04.2008,Swell Size: Waist/Stomach High/Bigger?,1:01 PM / BY: sageisland,Water Surface: Semi-Clean/Light Bump,1.5
6067,1610737497-2293,https://www.wblivesurf.com/reports/page/521/,05.09.2009,Swell Size: Waist High,12:50 PM / BY: sageisland,Water Surface: Choppy,1.0
6068,1610737524-2460,https://www.wblivesurf.com/reports/page/511/,08.21.2009,Swell Size: Waist/Stomach/Occ. Bigger,12:26 PM / BY: sageisland,Water Surface: Light Bump/Chop,1.5
6069,1610739166-9691,https://www.wblivesurf.com/reports/page/59/,05.22.2020,Swell Size: Waist/Chest,6:38 AM / BY: surfreports,Water Surface: Glassy,3.0
6070,1610738348-6699,https://www.wblivesurf.com/reports/page/246/,03.19.2018,Swell Size: Knee High,12:09 PM / BY: surfreports,Water Surface: Bump/Chop,0.0
6071,1610738282-6459,https://www.wblivesurf.com/reports/page/261/,01.18.2018,Swell Size: Knee High,12:24 PM / BY: surfreports,Water Surface: Glassy,1.0
6072,1610738894-8652,https://www.wblivesurf.com/reports/page/124/,07.31.2019,Swell Size: Knee-Waist High,9:13 AM / BY: surfreports,Water Surface: Fairly Clean,1.5
6073,1610737391-1753,https://www.wblivesurf.com/reports/page/555/,08.30.2008,Swell Size: Knee/Thigh/Occ. Bigger?,6:47 AM / BY: sageisland,Water Surface: Light Texture,0.5
6074,1610739272-10088,https://www.wblivesurf.com/reports/page/34/,08.30.2020,Swell Size: Knee-Thigh High,3:56 PM / BY: surfreports,Water Surface: Bumpy,0.0
6075,1610738323-6591,https://www.wblivesurf.com/reports/page/252/,02.26.2018,Swell Size: Knee/Thigh High?,12:52 PM / BY: surfreports,Water Surface: clean/light texture,0.5
6076,1610739234-9906,https://www.wblivesurf.com/reports/page/45/,07.19.2020,Swell Size: Flat/Shin High,10:04 AM / BY: surfreports,Water Surface: Fairly Clean,0.5
6077,1610738147-5855,https://www.wblivesurf.com/reports/page/298/,12.27.2016,Swell Size: Thigh/Waist High,9:58 AM / BY: sageisland,Water Surface: Clean,1.5
6078,1610737505-2338,https://www.wblivesurf.com/reports/page/518/,05.27.2009,Swell Size: Waist-Stomach/ Occ. Bigger,12:58 PM / BY: sageisland,Water Surface: Light Bump,1.5
6079,1610737851-4356,https://www.wblivesurf.com/reports/page/392/,10.18.2014,Swell Size: Waist/Stomach/Occ. Chest High Sets,7:09 AM / BY: sageisland,Water Surface: Clean,3.0
6080,1610738060-5437,https://www.wblivesurf.com/reports/page/324/,06.19.2016,Swell Size: Waist/Chest High,9:54 AM / BY: sageisland,Water Surface: Choppy,2.0
6081,1610738614-7617,https://www.wblivesurf.com/reports/page/188/,11.18.2018,Swell Size: Knee/Thigh High,3:41 PM / BY: surfreports,Water Surface: Light Bump,0.5
6082,1610738618-7630,https://www.wblivesurf.com/reports/page/187/,11.24.2018,Swell Size: Chest/Head/Bigger Sets,7:26 AM / BY: surfreports,Water Surface: Sloppy/Choppy,0.5
6083,1610738568-7466,https://www.wblivesurf.com/reports/page/198/,10.07.2018,Swell Size: Knee/Thigh/Occ. Bigger,7:30 AM / BY: surfreports,Water Surface: Light Texture,0.5
6084,1610737682-3378,https://www.wblivesurf.com/reports/page/453/,09.10.2012,Swell Size: Thigh/Waist/Rare Bigger,12:48 PM / BY: sageisland,Water Surface: Semi-Clean/Light Texture,1.0
6085,1610737991-5074,https://www.wblivesurf.com/reports/page/347/,12.15.2015,Swell Size: Waist/Occ.Stomach,10:13 AM / BY: sageisland,Water Surface: Clean,2.0
6086,1610737413-1869,https://www.wblivesurf.com/reports/page/547/,10.06.2008,Swell Size: Knee High,4:16 PM / BY: sageisland,Water Surface: Choppy,0.5
6087,1610737144-635,https://www.wblivesurf.com/reports/page/625/,11.27.2007,Swell Size: Thigh/Waist/Occ. Stomach,7:05 AM / BY: sageisland,Water Surface: Glassy,1.5
6088,1610738013-5171,https://www.wblivesurf.com/reports/page/341/,01.27.2016,Swell Size: Thigh/Waist,7:30 AM / BY: sageisland,Water Surface: Clean/Calm,1.5
6089,1610738044-5343,https://www.wblivesurf.com/reports/page/330/,05.08.2016,Swell Size: Knee/Thigh High,12:52 PM / BY: sageisland,Water Surface: Clean,1.0
