,web-scraper-order,web-scraper-start-url,date,swell_size,time,water_surface,total_rating
6090,1610739184-9757,https://www.wblivesurf.com/reports/page/54/,06.14.2020,Swell Size: Thigh-Waist High,3:58 PM / BY: surfreports,Water Surface: Bumpy,1.0
6091,1610737826-4215,https://www.wblivesurf.com/reports/page/401/,03.01.2014,Swell Size: Waist/ Occ. Stomach,4:16 PM / BY: sageisland,Water Surface: Clean/Light Texture,2.0
6092,1610737848-4343,https://www.wblivesurf.com/reports/page/393/,09.28.2014,Swell Size: Thigh/Waist High,7:10 AM / BY: sageisland,Water Surface: Light Bump/Chop,2.0
6093,1610737438-2025,https://www.wblivesurf.com/reports/page/538/,11.23.2008,Swell Size: Knee/Thigh?,10:31 AM / BY: sageisland,Water Surface: Light Onshore,0.5
6094,1610738290-6490,https://www.wblivesurf.com/reports/page/259/,01.26.2018,Swell Size: Knee High,3:32 PM / BY: surfreports,Water Surface: Light Bump,0.5
6095,1610737102-396,https://www.wblivesurf.com/reports/page/640/,10.04.2007,Swell Size: stomach-chest/ occ. bigger,11:15 AM / BY: sageisland,Water Surface: choppy,1.5
6096,1610739061-9222,https://www.wblivesurf.com/reports/page/88/,12.28.2019,Swell Size: Knee-Thigh High,12:33 PM / BY: surfreports,Water Surface: Clean,1.5
6097,1610738979-8961,https://www.wblivesurf.com/reports/page/104/,10.25.2019,Swell Size: Knee High,10:10 AM / BY: surfreports,Water Surface: Bumpy,0.5
6098,1610739069-9251,https://www.wblivesurf.com/reports/page/86/,01.06.2020,Swell Size: Flat,10:10 AM / BY: surfreports,Water Surface: Clean,0.0
6099,1610737756-3805,https://www.wblivesurf.com/reports/page/426/,06.15.2013,Swell Size: Knee/Thigh/Occ. Bigger,6:23 AM / BY: sageisland,Water Surface: Light Bump,1.5
6100,1610738555-7414,https://www.wblivesurf.com/reports/page/201/,09.25.2018,Swell Size: Stomach/Chest,3:56 PM / BY: surfreports,Water Surface: Light Bump,2.0
6101,1610737408-1842,https://www.wblivesurf.com/reports/page/549/,09.24.2008,Swell Size: Chest-Shoulder,10:02 AM / BY: sageisland,Water Surface: Choppy,1.5
6102,1610739191-9791,https://www.wblivesurf.com/reports/page/52/,06.22.2020,Swell Size: Shin/Knee High,6:06 AM / BY: surfreports,Water Surface: Pretty Clean,0.5
6103,1610737864-4439,https://www.wblivesurf.com/reports/page/387/,01.15.2015,Swell Size: Thigh-Waist High/Maybe Bigger?,1:00 PM / BY: sageisland,Water Surface: Slight Texture,2.5
6104,1610739300-10219,https://www.wblivesurf.com/reports/page/26/,10.01.2020,Swell Size: Thigh/Occ. Hip High,6:58 AM / BY: surfreports,Water Surface: Clean,1.5
6105,1610737113-455,https://www.wblivesurf.com/reports/page/636/,10.19.2007,Swell Size: Thigh/Waist/Plus Sets,9:26 AM / BY: sageisland,Water Surface: Light Bump,1.5
6106,1610737130-541,https://www.wblivesurf.com/reports/page/630/,11.09.2007,Swell Size: shin-knee,1:03 PM / BY: sageisland,Water Surface: glassy,0.5
6107,1610739315-10281,https://www.wblivesurf.com/reports/page/22/,10.19.2020,Swell Size: Knee/Thigh/Occ. Hip High,7:08 AM / BY: surfreports,Water Surface: Light Chop,1.0
6108,1610739307-10247,https://www.wblivesurf.com/reports/page/24/,10.11.2020,Swell Size: Knee-Thigh High,10:10 AM / BY: surfreports,Water Surface: Choppy,0.5
6109,1610737321-1352,https://www.wblivesurf.com/reports/page/580/,05.23.2008,Swell Size: Shin/Occ. Knee,9:55 AM / BY: sageisland,Water Surface: Glassy,0.5
6110,1610738268-6399,https://www.wblivesurf.com/reports/page/264/,01.09.2018,Swell Size: Knee High,3:23 PM / BY: surfreports,Water Surface: Clean,1.0
6111,1610739322-10308,https://www.wblivesurf.com/reports/page/20/,10.28.2020,Swell Size: Knee-Waist High,10:18 AM / BY: surfreports,Water Surface: Pretty Clean,2.0
6112,1610738052-5392,https://www.wblivesurf.com/reports/page/327/,05.28.2016,Swell Size: Waist-Chest High/Occ. Bigger Sets,1:10 PM / BY: sageisland,Water Surface: Bumpy,2.5
6113,1610737152-684,https://www.wblivesurf.com/reports/page/622/,12.08.2007,Swell Size: Knee,4:14 PM / BY: sageisland,Water Surface: Light Bump,0.5
6114,1610737862-4424,https://www.wblivesurf.com/reports/page/388/,12.31.2014,Swell Size: Thigh/Waist,7:40 AM / BY: sageisland,Water Surface: Pretty Clean,2.0
6115,1610738545-7384,https://www.wblivesurf.com/reports/page/203/,09.08.2018,Swell Size: Thigh-Waist High/Occ. Bigger,1:00 PM / BY: surfreports,Water Surface: Bumpy,2.0
6116,1610738856-8485,https://www.wblivesurf.com/reports/page/134/,06.23.2019,Swell Size: Shin/Knee,6:14 AM / BY: surfreports,Water Surface: Clean,0.5
6117,1610738458-7096,https://www.wblivesurf.com/reports/page/221/,06.28.2018,Swell Size: Thigh/Waist,12:49 PM / BY: surfreports,Water Surface: Clean,1.5
6118,1610737908-4687,https://www.wblivesurf.com/reports/page/371/,07.03.2015,Swell Size: Knee/Thigh,4:38 PM / BY: sageisland,Water Surface: Choppy,1.0
6119,1610737247-909,https://www.wblivesurf.com/reports/page/607/,02.15.2008,Swell Size: Thigh/Waist/Occ. Bigger,7:05 AM / BY: sageisland,Water Surface: Glassy,1.5
6120,1610738955-8867,https://www.wblivesurf.com/reports/page/110/,09.30.2019,Swell Size: Knee/Occ. Thigh,7:25 AM / BY: surfreports,Water Surface: Light Bump,0.5
6121,1610738273-6424,https://www.wblivesurf.com/reports/page/263/,01.11.2018,Swell Size: Waist/Stomach Maybe,12:14 PM / BY: surfreports,Water Surface: Light Bump,2.0
6122,1610739318-10296,https://www.wblivesurf.com/reports/page/21/,10.23.2020,Swell Size: Waist-Chest High/Occ. Bigger,10:14 AM / BY: surfreports,Water Surface: Clean/Wonky,3.0
6123,1610738125-5729,https://www.wblivesurf.com/reports/page/306/,10.12.2016,Swell Size: Thigh/Waist/Occ. Stomach,7:23 AM / BY: sageisland,Water Surface: Light Bump,1.5
6124,1610737731-3675,https://www.wblivesurf.com/reports/page/435/,04.02.2013,Swell Size: Knee-Thigh OCC. Bigger,12:59 PM / BY: sageisland,Water Surface: Choppy,1.0
6125,1610739238-9926,https://www.wblivesurf.com/reports/page/44/,07.22.2020,Swell Size: Knee High,9:17 AM / BY: surfreports,Water Surface: Fairly Clean,0.5
6126,1610738054-5417,https://www.wblivesurf.com/reports/page/326/,05.30.2016,Swell Size: Waist/Stomach/Occ.Chest,9:25 AM / BY: sageisland,Water Surface: Semi-clean/light texture,2.0
6127,1610738381-6821,https://www.wblivesurf.com/reports/page/238/,04.22.2018,Swell Size: ankle/shin,6:51 AM / BY: surfreports,Water Surface: light chop/texture,0.5
6128,1610737576-2751,https://www.wblivesurf.com/reports/page/492/,03.22.2010,Swell Size: Waist/Chest High,12:46 PM / BY: sageisland,Water Surface: Clean,2.0
6129,1610737690-3436,https://www.wblivesurf.com/reports/page/450/,10.09.2012,Swell Size: Knee-Thigh/Bigger Sets,10:00 AM / BY: sageisland,Water Surface: Pretty Clean,1.0
6130,1610737693-3439,https://www.wblivesurf.com/reports/page/449/,10.19.2012,Swell Size: Thigh/Waist/Occ. Bigger,4:08 PM / BY: sageisland,Water Surface: Light Bump,1.0
6131,1610738144-5851,https://www.wblivesurf.com/reports/page/299/,12.18.2016,Swell Size: Waist/Chest High,12:43 PM / BY: sageisland,Water Surface: Light Texture,3.0
6132,1610737472-2150,https://www.wblivesurf.com/reports/page/530/,02.27.2009,Swell Size: Knee/Thigh/Occ. Waist,12:44 PM / BY: sageisland,Water Surface: Semi-Clean/Light Winds,1.0
6133,1610738955-8864,https://www.wblivesurf.com/reports/page/110/,09.30.2019,Swell Size: Knee High,3:44 PM / BY: surfreports,Water Surface: Choppy,0.0
6134,1610738027-5247,https://www.wblivesurf.com/reports/page/336/,03.27.2016,Swell Size: Knee/Thigh High,3:56 PM / BY: sageisland,Water Surface: Light Bump,1.0
6135,1610738177-6044,https://www.wblivesurf.com/reports/page/287/,04.19.2017,Swell Size: Thigh/Waist/Occ. Bigger,10:00 AM / BY: sageisland,Water Surface: Bumpy,2.0
6136,1610738618-7638,https://www.wblivesurf.com/reports/page/187/,11.21.2018,Swell Size: Knee/Thigh High,12:39 PM / BY: surfreports,Water Surface: Clean,1.0
6137,1610737720-3598,https://www.wblivesurf.com/reports/page/439/,03.11.2013,Swell Size: Thigh/Waist/Occ. Bigger,7:40 AM / BY: sageisland,Water Surface: Light Bump,2.0
6138,1610738878-8572,https://www.wblivesurf.com/reports/page/129/,07.11.2019,Swell Size: Knee/Thigh High,9:06 AM / BY: surfreports,Water Surface: Semi-Clean,1.0
6139,1610738339-6661,https://www.wblivesurf.com/reports/page/248/,03.13.2018,Swell Size: Knee High,7:35 AM / BY: surfreports,Water Surface: Clean,0.5
6140,1610738068-5493,https://www.wblivesurf.com/reports/page/321/,07.06.2016,Swell Size: Knee/Thigh,3:50 PM / BY: sageisland,Water Surface: Clean,1.5
6141,1610738186-6092,https://www.wblivesurf.com/reports/page/284/,09.25.2017,Swell Size: Chest/Head/Bigger Sets,7:20 AM / BY: surfreports,Water Surface: Semi-Clean/Light Bump,3.0
6142,1610738618-7632,https://www.wblivesurf.com/reports/page/187/,11.23.2018,Swell Size: Thigh/Waist/Occ+,1:02 PM / BY: surfreports,Water Surface: Choppy,1.0
6143,1610739332-10355,https://www.wblivesurf.com/reports/page/17/,11.09.2020,Swell Size: Stomach-Shoulder High/Maybe Bigger?,12:29 PM / BY: surfreports,Water Surface: Bumpy/Drifty,2.0
6144,1610739120-9484,https://www.wblivesurf.com/reports/page/72/,02.29.2020,Swell Size: toe/ankle,6:55 AM / BY: surfreports,Water Surface: clean,0.0
6145,1610738445-7050,https://www.wblivesurf.com/reports/page/224/,06.16.2018,Swell Size: Knee/Thigh,6:12 AM / BY: surfreports,Water Surface: Choppy,0.5
6146,1610739286-10148,https://www.wblivesurf.com/reports/page/30/,09.16.2020,Swell Size: Chest-Head High Range,3:52 PM / BY: surfreports,Water Surface: Choppy,1.5
6147,1610738204-6173,https://www.wblivesurf.com/reports/page/278/,11.13.2017,Swell Size: Knee/Thigh High,12:39 PM / BY: surfreports,Water Surface: Clean,1.0
6148,1610737576-2760,https://www.wblivesurf.com/reports/page/492/,03.17.2010,Swell Size: Waist-Stomach,12:56 PM / BY: sageisland,Water Surface: Semi-Clean/Light Texture,1.5
6149,1610737823-4198,https://www.wblivesurf.com/reports/page/402/,02.05.2014,Swell Size: Thigh/Waist/Occ. Stomach,3:40 PM / BY: sageisland,Water Surface: Bumpy/Clean Faces,2.0
6150,1610737864-4436,https://www.wblivesurf.com/reports/page/387/,01.16.2015,Swell Size: Thigh-Waist High,10:05 AM / BY: sageisland,Water Surface: Clean,2.5
6151,1610737261-1001,https://www.wblivesurf.com/reports/page/602/,03.06.2008,Swell Size: Knee/Thigh/Bigger?,7:14 AM / BY: sageisland,Water Surface: Light Bump,0.5
6152,1610737458-2070,https://www.wblivesurf.com/reports/page/535/,12.18.2008,Swell Size: Thigh/Occ. Waist,3:35 PM / BY: sageisland,Water Surface: Light Bump,1.0
6153,1610738002-5111,https://www.wblivesurf.com/reports/page/345/,12.27.2015,Swell Size: Thigh/Waist/Occ. Bigger,11:07 AM / BY: sageisland,Water Surface: Light Texture,2.5
6154,1610738935-8796,https://www.wblivesurf.com/reports/page/115/,09.07.2019,Swell Size: Thigh-Stomach High/Rare Bigger,12:34 PM / BY: surfreports,Water Surface: Light Texture,2.5
6155,1610737312-1308,https://www.wblivesurf.com/reports/page/583/,05.14.2008,Swell Size: Waist/Chest/Occ. Bigger,9:49 AM / BY: sageisland,Water Surface: Glassy,2.0
6156,1610737144-636,https://www.wblivesurf.com/reports/page/625/,11.26.2007,Swell Size: Waist/Chest/Rare Bigger,4:14 PM / BY: sageisland,Water Surface: Light Chop,1.5
6157,1610738788-8227,https://www.wblivesurf.com/reports/page/150/,04.20.2019,Swell Size: Chest +,12:36 PM / BY: surfreports,Water Surface: Choppy,2.5
6158,1610737331-1415,https://www.wblivesurf.com/reports/page/576/,06.05.2008,Swell Size: Knee/Thigh High,12:35 PM / BY: sageisland,Water Surface: Light Bump,0.5
6159,1610738848-8445,https://www.wblivesurf.com/reports/page/136/,06.17.2019,Swell Size: Knee High,6:19 AM / BY: surfreports,Water Surface: Semi-Clean/Light Texture,0.5
6160,1610739279-10124,https://www.wblivesurf.com/reports/page/32/,09.06.2020,Swell Size: Knee-Thigh High,4:19 PM / BY: surfreports,Water Surface: Bumpy/Drift,0.5
6161,1610738054-5408,https://www.wblivesurf.com/reports/page/326/,06.01.2016,Swell Size: Knee to Waist + Occ.,1:16 PM / BY: sageisland,Water Surface: Semi-Clean,1.5
6162,1610737641-3145,https://www.wblivesurf.com/reports/page/468/,03.12.2012,Swell Size: Thigh/Waist/Occ. Stomach High,7:26 AM / BY: sageisland,Water Surface: Semi-Clean,1.0
6163,1610738010-5163,https://www.wblivesurf.com/reports/page/342/,01.10.2016,Swell Size: Thigh/Waist/Occ. Stomach,3:24 PM / BY: sageisland,Water Surface: Semi Clean/Sideshore Texture,2.5
6164,1610737649-3184,https://www.wblivesurf.com/reports/page/465/,05.02.2012,Swell Size: Knee/Thigh/Occ. Bigger,12:23 PM / BY: sageisland,Water Surface: Clean/Light Texture,1.0
6165,1610738109-5635,https://www.wblivesurf.com/reports/page/312/,09.12.2016,Swell Size: Knee/Thigh,11:58 AM / BY: sageisland,Water Surface: Semi-clean/Light Bump,1.0
6166,1610737174-804,https://www.wblivesurf.com/reports/page/614/,01.19.2008,Swell Size: Knee/Thigh/Bigger?,7:15 AM / BY: sageisland,Water Surface: Semi-Glassy,0.5
6167,1610739272-10091,https://www.wblivesurf.com/reports/page/34/,08.30.2020,Swell Size: Knee High Shore Break,6:41 AM / BY: surfreports,Water Surface: Clean,0.5
6168,1610738233-6297,https://www.wblivesurf.com/reports/page/271/,12.09.2017,Swell Size: Waist/Stomach,7:26 AM / BY: surfreports,Water Surface: Clean,2.5
6169,1610737969-4948,https://www.wblivesurf.com/reports/page/355/,10.30.2015,Swell Size: Knee/Thigh High,3:59 PM / BY: sageisland,Water Surface: Light Bump,1.5
6170,1610737154-690,https://www.wblivesurf.com/reports/page/621/,12.15.2007,Swell Size: Thigh/Waist/Building,7:02 AM / BY: sageisland,Water Surface: Choppy/Sloppy,0.5
6171,1610738632-7692,https://www.wblivesurf.com/reports/page/184/,12.02.2018,Swell Size: Thigh/Waist/Occ Bigger,12:52 PM / BY: surfreports,Water Surface: Light Bump,1.5
6172,1610737673-3339,https://www.wblivesurf.com/reports/page/456/,08.08.2012,Swell Size: Thigh-Waist/Rare Bigger Sets,12:11 PM / BY: sageisland,Water Surface: Uber Clean,1.0
6173,1610737911-4701,https://www.wblivesurf.com/reports/page/370/,07.16.2015,Swell Size: Knee-Thigh High/Occ. Bigger,12:30 PM / BY: sageisland,Water Surface: Bumpy,2.0
6174,1610738693-7891,https://www.wblivesurf.com/reports/page/171/,01.26.2019,Swell Size: Knee High,3:46 PM / BY: surfreports,Water Surface: Bumpy,0.5
6175,1610739279-10113,https://www.wblivesurf.com/reports/page/32/,09.09.2020,Swell Size: Thigh-Waist High,12:42 PM / BY: surfreports,Water Surface: Choppy,1.5
6176,1610737991-5077,https://www.wblivesurf.com/reports/page/347/,12.14.2015,Swell Size: Knee-Thigh High,12:36 PM / BY: sageisland,Water Surface: Choppy,1.0
6177,1610737091-328,https://www.wblivesurf.com/reports/page/644/,09.09.2007,Swell Size: Stomach/Chest/Occ. Head High Plus Sets,6:43 AM / BY: sageisland,Water Surface: Glassy,2.0
6178,1610737994-5097,https://www.wblivesurf.com/reports/page/346/,12.22.2015,Swell Size: Waist/Stomach High,7:17 AM / BY: sageisland,Water Surface: Light Texture,3.0
6179,1610737794-4042,https://www.wblivesurf.com/reports/page/412/,09.28.2013,Swell Size: Stomach-Chest/Bigger Sets?,1:02 PM / BY: sageisland,Water Surface: Choppy/Drifty,2.0
6180,1610738545-7383,https://www.wblivesurf.com/reports/page/203/,09.08.2018,Swell Size: Thigh-Waist High/Occ. Bigger,3:36 PM / BY: surfreports,Water Surface: Bumpy,2.0
6181,1610737135-574,https://www.wblivesurf.com/reports/page/628/,11.15.2007,Swell Size: Knee High,12:42 PM / BY: sageisland,Water Surface: Semi Clean,0.5
6182,1610738363-6752,https://www.wblivesurf.com/reports/page/242/,04.07.2018,Swell Size: Knee-Thigh High,9:58 AM / BY: surfreports,Water Surface: Bumpy,1.0
6183,1610739222-9867,https://www.wblivesurf.com/reports/page/48/,07.05.2020,Swell Size: Shin/Knee High Shore Break,6:11 AM / BY: surfreports,Water Surface: Clean,0.0
6184,1610737570-2732,https://www.wblivesurf.com/reports/page/494/,02.03.2010,Swell Size: Thigh/Waist/Chest High Sets,9:53 AM / BY: sageisland,Water Surface: Semi-Clean/Light Bump,1.0
6185,1610738743-8051,https://www.wblivesurf.com/reports/page/161/,03.07.2019,Swell Size: Flat,12:18 PM / BY: surfreports,Water Surface: Light Bump,0.0
6186,1610738618-7640,https://www.wblivesurf.com/reports/page/187/,11.21.2018,Swell Size: Knee High Shore Break,7:11 AM / BY: surfreports,Water Surface: Light Texture/Bump,0.0
6187,1610737100-366,https://www.wblivesurf.com/reports/page/641/,10.03.2007,Swell Size: Waist/Chest/Occ. Bigger,3:50 PM / BY: sageisland,Water Surface: Light Chop,1.5
6188,1610738019-5212,https://www.wblivesurf.com/reports/page/339/,02.08.2016,Swell Size: Waist/Stomach High,10:06 AM / BY: sageisland,Water Surface: Glassy,3.0
6189,1610737742-3738,https://www.wblivesurf.com/reports/page/431/,04.24.2013,Swell Size: Knee-Thigh/Maybe Bigger Sets,3:48 PM / BY: sageisland,Water Surface: Choppy,1.5
6190,1610737712-3554,https://www.wblivesurf.com/reports/page/442/,01.14.2013,Swell Size: Thigh/Occ. Bigger,3:35 PM / BY: sageisland,Water Surface: Glassy,1.0
6191,1610738027-5257,https://www.wblivesurf.com/reports/page/336/,03.07.2016,Swell Size: Knee/Thigh High,12:22 PM / BY: sageisland,Water Surface: Clean,1.0
6192,1610737644-3160,https://www.wblivesurf.com/reports/page/467/,03.27.2012,Swell Size: Waist/Stomach/Occ. Bigger,9:20 AM / BY: sageisland,Water Surface: Choppy,1.0
6193,1610738177-6041,https://www.wblivesurf.com/reports/page/287/,04.20.2017,Swell Size: Thigh-Waist High,10:08 AM / BY: sageisland,Water Surface: Clean,2.0
6194,1610737975-4973,https://www.wblivesurf.com/reports/page/353/,11.19.2015,Swell Size: Stomach-Chest High/Bigger Sets,10:07 AM / BY: sageisland,Water Surface: Choppy,2.5
6195,1610738268-6410,https://www.wblivesurf.com/reports/page/264/,01.07.2018,Swell Size: shin/thigh,7:32 AM / BY: surfreports,Water Surface: light texture/bump,0.0
6196,1610739039-9119,https://www.wblivesurf.com/reports/page/94/,12.05.2019,Swell Size: Flat,12:18 PM / BY: surfreports,Water Surface: Clean,0.0
6197,1610739336-10370,https://www.wblivesurf.com/reports/page/16/,11.13.2020,Swell Size: Waist-Chest High/Occ Bigger,3:40 PM / BY: surfreports,Water Surface: Clean,3.5
6198,1610739286-10147,https://www.wblivesurf.com/reports/page/30/,09.17.2020,Swell Size: Waist/Stomach/Occ. Bigger,6:57 AM / BY: surfreports,Water Surface: Choppy,1.0
6199,1610737597-2886,https://www.wblivesurf.com/reports/page/484/,11.13.2010,Swell Size: Waist/Chest/Rare Bigger?,6:32 AM / BY: sageisland,Water Surface: Semi-Clean/Light Bump,1.5
6200,1610737486-2221,https://www.wblivesurf.com/reports/page/525/,04.04.2009,Swell Size: Thigh/Occ. Waist,9:53 AM / BY: sageisland,Water Surface: Clean/Offshore Wind,1.0
6201,1610737165-752,https://www.wblivesurf.com/reports/page/617/,01.07.2008,Swell Size: Knee High Sets,9:38 AM / BY: sageisland,Water Surface: Glassy,0.5
6202,1610737165-760,https://www.wblivesurf.com/reports/page/617/,01.05.2008,Swell Size: Shin/Occ. Knee,9:48 AM / BY: sageisland,Water Surface: Glassy,0.5
6203,1610737595-2870,https://www.wblivesurf.com/reports/page/485/,11.02.2010,Swell Size: Waist/Chest/Occ. Bigger Sets,12:52 PM / BY: sageisland,Water Surface: Choppy,1.5
6204,1610738298-6524,https://www.wblivesurf.com/reports/page/257/,02.03.2018,Swell Size: Knee High,10:09 AM / BY: surfreports,Water Surface: Choppy,0.0
6205,1610739276-10106,https://www.wblivesurf.com/reports/page/33/,09.03.2020,Swell Size: Knee High,9:13 AM / BY: surfreports,Water Surface: Clean,0.0
6206,1610738727-7996,https://www.wblivesurf.com/reports/page/165/,02.17.2019,Swell Size: Knee High,12:48 PM / BY: surfreports,Water Surface: Light Bump,0.5
6207,1610737972-4971,https://www.wblivesurf.com/reports/page/354/,11.06.2015,Swell Size: Thigh/Waist,9:56 AM / BY: sageisland,Water Surface: Clean/Glassy,2.0
6208,1610738392-6853,https://www.wblivesurf.com/reports/page/236/,04.30.2018,Swell Size: Shin/Knee,6:36 AM / BY: surfreports,Water Surface: Clean,0.0
6209,1610738863-8524,https://www.wblivesurf.com/reports/page/132/,06.29.2019,Swell Size: Shin-Knee High,9:14 AM / BY: surfreports,Water Surface: Clean,1.0
